                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.612,                 3.4886,                 3.2414,                0.62338,                0.05107,                0.04224,                0.01378,                 2.9741,                 2.7124,                 2.2471,             0.00041582,             0.00041582,             0.00041582
